mq2_ppm,mq7_ppm,mq135_ppm,mq303_ppm,mq136_ppm,temperature_c,humidity_pct,gas_class,notes
26.52923311371342,62.03094583317932,12.64585566992347,0.005652053132731838,2.1722212373243552,34.26866271824419,79.42107087590017,CO+H2S,Li-ion battery burning on PCB board
26.16152505273031,63.53370710354257,12.407534666081734,0.005424974725172624,2.1722815114318754,34.55727164172771,79.03864117146176,CO+H2S,Li-ion battery burning on PCB board
27.463236902119526,64.17567947031874,11.984452914372104,0.005877122675698229,2.215889055332848,34.74341556065773,81.00574099898735,CO+H2S,Li-ion battery burning on PCB board
27.652059959482333,62.43206770695163,12.755938300103832,0.005967058510109301,1.9997603765035243,34.64718088437686,78.59330534831422,CO+H2S,Li-ion battery burning on PCB board
27.57472000238522,65.91476681329353,12.539386028512304,0.005703640973512253,2.1689176406986337,34.565598676219395,79.37812415628758,CO+H2S,Li-ion battery burning on PCB board
26.97200950984214,63.712976695289335,12.702379695237918,0.0057204511236847964,2.0258197548094596,34.72508484113773,78.59731529987334,CO+H2S,Li-ion battery burning on PCB board
28.580070591738668,63.950434981722104,13.029705878482387,0.005597141337263431,2.0676892609631667,34.89003844218869,79.2869127476834,CO+H2S,Li-ion battery burning on PCB board
28.434173645973203,62.5207164190998,12.295930132591218,0.00581006125637611,1.999426849085348,34.84424258463875,78.25829978255507,CO+H2S,Li-ion battery burning on PCB board
27.31261254207219,64.93093186658663,11.910522206213308,0.005734933549644191,2.052020723608446,34.798366198884665,79.37682400934222,CO+H2S,Li-ion battery burning on PCB board
28.164212962945225,62.65780643034219,12.38049144817723,0.005757862335118796,2.0552251256659013,34.96877319809438,79.16365103916223,CO+H2S,Li-ion battery burning on PCB board
27.91180193140495,67.73701487601583,12.386821086948828,0.00551216412671339,2.1620487830255524,35.121780916060374,78.84855284508257,CO+H2S,Li-ion battery burning on PCB board
26.674951232875433,65.92055565896591,12.757234478021793,0.006278374405048831,2.1860496708599815,34.99393061831323,79.47961271415855,CO+H2S,Li-ion battery burning on PCB board
27.018778453344773,63.952516362778454,12.885534421262784,0.005360638121518914,2.1517142648845407,34.86989183587933,79.38045816664473,CO+H2S,Li-ion battery burning on PCB board
26.71506733159022,64.00822771732858,12.544362463851517,0.00621319862526442,2.0135039674425848,34.890005114710114,79.24548688844229,CO+H2S,Li-ion battery burning on PCB board
28.454516046642915,60.220416319641174,11.867223584690251,0.005849961977181979,2.0741233622797433,34.651112134546146,78.72584432331428,CO+H2S,Li-ion battery burning on PCB board
27.06984989223841,62.211276330910394,11.825731134420842,0.005918120066598212,2.1178561073331696,34.77182434900258,80.2637088134351,CO+H2S,Li-ion battery burning on PCB board
25.822801121785318,66.72823341971602,12.593670553007424,0.006004562588921431,2.1486003750342317,34.881251119075756,79.6097950642719,CO+H2S,Li-ion battery burning on PCB board
26.224458361013745,67.31080533693633,12.112292576355175,0.005309596051548393,1.9121907215020608,34.4662825278964,79.66677277977449,CO+H2S,Li-ion battery burning on PCB board
27.89894834991149,64.47274971511939,12.055954342158397,0.005720564983135518,1.938982915712688,34.608941668769866,79.84635944974778,CO+H2S,Li-ion battery burning on PCB board
26.141531286065923,63.03960626794217,13.003215545257772,0.005942767940183337,2.1132355171257458,35.057838670379354,80.01679453669601,CO+H2S,Li-ion battery burning on PCB board
28.05674074431266,62.402469949485926,12.845758523008318,0.005722799284457115,2.149796240834478,34.8048790970432,80.02127007430468,CO+H2S,Li-ion battery burning on PCB board
26.812265360309482,68.05174105627049,12.818677171623142,0.0058599754200101516,2.1400448410161483,34.76630651180065,79.66336852416794,CO+H2S,Li-ion battery burning on PCB board
25.774834351986435,60.534306068009855,12.641432389755774,0.006037233470283803,1.9955395615117917,34.99393015704415,79.9384627705742,CO+H2S,Li-ion battery burning on PCB board
26.550236149047738,64.52539596820402,12.550142319084753,0.005857707116154023,1.8717363188045355,34.9085338010331,78.63346737446591,CO+H2S,Li-ion battery burning on PCB board
26.70495434272528,61.291374816171924,11.72893020684297,0.006102709036473272,2.048410828089238,34.62777801400767,78.85806048000089,CO+H2S,Li-ion battery burning on PCB board
28.537223633009663,65.54707570190857,12.32384103807065,0.005595587340393914,2.072481135131432,35.13183430840594,79.21542104585346,CO+H2S,Li-ion battery burning on PCB board
27.761368633790916,63.87555991072976,12.250625490088286,0.005918139688812238,2.081897652815654,34.699185836740476,79.38942632006143,CO+H2S,Li-ion battery burning on PCB board
27.670508070847127,61.44073140450062,12.238712177580638,0.006441090790271818,2.0845227062290297,34.89157973149899,79.73926220950335,CO+H2S,Li-ion battery burning on PCB board
28.612626925912274,58.54652846128892,34.43234287098752,0.006326729713492426,0.43601721505375324,34.918736035368035,79.75166867944124,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.169873290370486,58.129651022406506,34.376431657727565,0.006209472137684728,0.41986158579763405,34.77130454826663,78.52336169495975,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.605578604817076,54.776507941127385,36.129955041065486,0.006247547538282943,0.40223753702835374,34.30437171070686,81.37651138685034,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.02916886171156,53.649147774641186,34.50234035022375,0.007035061301326053,0.4277006491311569,34.80252048241118,79.57560350867625,CO+BENZENE,FR4 PCB board burning — complex organic combustion
25.976629647019735,56.05341494578653,34.61103274175847,0.006072616806987719,0.4124751135291783,35.09846537577246,79.4392746132371,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.19536035909726,54.094901790238914,35.22781493589086,0.006594303492533748,0.3904493135966164,34.91229679784004,79.60929023231097,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.738649098405435,56.35855571862825,34.65133097777696,0.006303479155276818,0.4117768145566543,34.96945307423755,78.78553825247394,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.175325112125062,60.28365635371891,33.285752631156655,0.006760983889652149,0.44541158059738317,34.811090894663565,78.620412356101,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.384734215878883,60.97321584677981,33.34534046631329,0.00672897808004275,0.4200494454963386,34.67113503862895,79.12000690566688,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.07645123101618,55.31346287039637,32.51778602313991,0.006511981873075627,0.42152507436077535,34.84488676927818,78.20017253050904,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.1004720841202,56.41836390109637,35.45108561586888,0.006528343489341339,0.4219102213660111,34.49474697169862,79.15510113386088,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.901237201051536,56.83675531963372,35.70775736762383,0.006426365742887391,0.39993236880368854,34.53256506577261,79.6804029039157,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.958688249599955,52.77431595696006,33.63351963699601,0.007079078723714813,0.4166698148209065,34.85084389435359,79.8770574082164,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.932606268956242,55.07791480640483,34.9656350336821,0.00659315479164801,0.4197550315417118,34.83729312764751,79.37458663257308,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.183253188429763,55.90280810679036,31.355532995713535,0.006273701784578117,0.41202981198062827,34.73253191011433,79.60666676432562,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.1207801243622,58.535798460862566,33.97108770065074,0.006847202165382908,0.4147368711873973,34.85563337797848,79.57222560681977,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.136663838259814,53.89106668668885,33.8903507054076,0.006582079479202162,0.3681946759498601,34.729032383919545,78.8804455758641,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.621329449038573,56.758049114215886,32.75682510675525,0.006534368784407284,0.40424242512359254,34.68463396311063,80.85101169003755,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.363444853506326,53.689245792418966,33.75740295825116,0.006892180116542039,0.3986853723551377,35.07993138854722,79.16008548938095,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.071131843683634,59.15393982907642,34.067622644329504,0.006072738790656883,0.407026377932943,34.920737753277486,80.2111884494715,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.531846369001073,57.328752768300575,33.939055554520955,0.006920177073039963,0.4304806746965596,34.803359973307494,79.56522538711248,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.73239571298247,58.0200081003988,32.88938586978596,0.00634810043214409,0.4074909737837661,35.19909663253975,79.15888153827791,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.83035699884846,55.88840190136162,35.80584680770946,0.0067720098985963005,0.43102240463628905,34.85587578795078,79.81946025290992,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.084960307931453,54.179156432235075,35.94585306466237,0.006413707403837994,0.436989790419031,34.99511928827344,79.25193225864534,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.28301730706726,56.99675827333608,34.945603882453774,0.006979335363369083,0.4160362993084674,34.50468057174987,79.45483941267372,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.075104116918805,55.15942439757785,33.292629005970916,0.006650435498318501,0.40006764809251083,35.170175766559026,79.1106420154594,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.954833295051447,57.98698502119042,33.59470389466054,0.006442715617572143,0.41909887756503617,35.298757393616796,79.61570921512794,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.642534668485098,57.641076213564986,35.203837322091054,0.006404075406595005,0.42089653218425305,34.67245560813724,79.17874793475244,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.926978130695552,53.34968637721472,34.490729896472914,0.006430847031809411,0.4188599261173318,34.86615962130172,79.28964408935536,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.471033905479604,59.10026341241805,31.83605825052922,0.006370325879256077,0.4085127561777599,34.437110594177156,78.20902697492481,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.000602065289236,59.76681549866937,35.80636825393217,0.0063858789784906,0.4040335073822384,34.7722284638226,78.40908961496586,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.487833459776446,56.5879198367361,35.16534614908861,0.006481673023005336,0.42639819892570197,34.81110195323561,79.59551425390694,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.59090669826081,55.15228781160114,35.451694213975316,0.006090871056574633,0.4070277323945183,34.68806755313774,80.17022668584781,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.093517058943114,56.32259160640546,30.597988793781568,0.006735318600723236,0.4253661351603987,34.44926675012812,78.42132062046677,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.186323153240565,60.017080188978944,32.745349167856595,0.0063738560971141655,0.4296344644022655,35.063597021236404,78.87918299648544,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.43104715635892,53.54930092450615,35.461775006611745,0.0065084363201166374,0.3945707787798942,35.38753976668529,79.22520641132382,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.232066293682138,58.23434902308484,34.89081203426932,0.006703499061387052,0.40918056062184927,34.81145852617604,79.84183250625796,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.810684732466015,54.48616535971544,34.993267256409595,0.007037359787256933,0.4418347695138559,34.97959150056532,78.91120802395159,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.463529526729264,56.07801142677214,33.816726891245914,0.006012971120057931,0.40795822861500597,35.19607842273908,78.78019713774482,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.776366265111307,55.868840089464086,33.743737300983256,0.006861682733418256,0.4278282807818452,34.93242622287835,78.94079756450131,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.332472303110144,56.4513254567852,33.2486300721836,0.006688130613598206,0.3945231404957457,35.117866258073356,78.47177775642082,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.192349902389893,60.037729182472496,34.802944715605065,0.006442191286733284,0.41599235643306,34.95720502392382,80.45510330941822,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.782844319806273,54.76076753023248,34.424802509282074,0.006619482061349381,0.3839449904761667,35.02179499392588,78.9391018824198,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.15347892858863,57.49029160797367,33.13352414338439,0.006726023100763647,0.4036289136589235,35.057865666768414,78.821259336277,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.414666271390985,54.33145301460425,34.42916654423763,0.007057292483840197,0.417633011767234,34.84212798525056,79.87452927411368,CO+BENZENE,FR4 PCB board burning — complex organic combustion
25.950233666713522,57.984648471233164,35.153595480100314,0.006447751625120459,0.427228398527838,35.02784175826575,78.53926853832411,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.273107959100145,54.79680352558755,34.77634361140667,0.006315645840585754,0.39929659795134387,34.82133118084755,79.37422943518877,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.08298952529863,55.13202695380843,32.513261117002436,0.006548766719183816,0.41170539753984703,34.66706453128427,79.46751331348392,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.796296257174838,58.03315058531127,33.84240642922953,0.0062015790917604365,0.3921683145630597,34.47351497803821,79.24166534432786,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.44528763614731,57.29005617668107,32.29515680419049,0.0062568189506792965,0.3994505868558803,34.825888132717054,79.82736584015444,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.27697175895868,56.55259129791156,33.791746100675894,0.006508063821760319,0.41759566320642216,35.03191066178195,78.87711531446587,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.788718926221105,56.96820973172586,33.57796578420839,0.006556936612025032,0.40090935608436173,34.9916573396887,78.88825379890872,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.52495448745078,57.49023345900679,33.342822028855984,0.006932720278434201,0.4027841576856317,34.938137561770034,80.31785529250001,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.46135357698865,53.07606901438829,34.01933820398244,0.006091028646290673,0.4334455379679151,35.17297831372136,79.39490101729183,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.25458759953692,56.05567768609931,33.619083490546224,0.006169900268402086,0.4286202017290751,34.98059214393446,78.65383143759166,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.911922700990207,56.56396578920638,33.35857842720091,0.006619228018394865,0.40824645625676526,34.95713574725488,79.39133626257282,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.566585614881788,57.36977139103745,33.91148210940979,0.00590302211878682,0.39358150489807187,34.74249758789482,80.06738439049889,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.48066734600159,55.06354547738128,32.8666230934192,0.006880526438219748,0.42357942426755374,34.69161907682798,80.78506237561609,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.563234576811226,56.31018144551624,34.25135631956475,0.006240660976348668,0.4119365685091283,34.98762727535906,79.81489455466465,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.029248843186124,56.25912032932297,35.80282403835415,0.00606140810615125,0.42931761298977644,35.15415132961653,78.95288148118631,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.82868375203607,56.906012555801325,35.32677519699388,0.006756860473682607,0.38553283383438774,34.94301510294032,79.34474212109068,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.456011698629084,55.60973085391206,35.208882617023946,0.006892676207436834,0.410350536321324,34.99456126123406,79.05208628486945,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.73334518356047,57.203036394781165,33.082270568426885,0.006627492477155707,0.41771524940033766,34.83276589697921,79.5000747701772,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.562095730513015,55.549527014500036,32.342173816108115,0.0063919684242953086,0.40229715823104195,34.84915736580527,79.65308159191974,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.271260451394703,52.22037451915135,34.26335161426028,0.006604191512190194,0.42791086643544785,34.90348213886435,79.91508249705062,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.440665787736528,54.68802717016924,31.94863456481328,0.006468275368670461,0.4201315893475095,35.12328523262865,79.66225772249585,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.944189687762027,58.30465580062754,33.49133792031407,0.006229184069763912,0.40002616250122525,34.78888537525444,80.24719915183147,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.95564174071778,56.273896318258956,33.964972385005545,0.006759459796476573,0.42799714407504186,34.96223689975122,80.09611346046012,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.852013567356078,56.788823340007376,34.33848999827953,0.006145073206147648,0.3935810233734751,34.915620471411714,78.71631319406,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.12092047125482,56.387642722213336,33.60766841866922,0.006941785438741,0.4043990669819232,34.65304146452559,80.10474463217143,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.452906708739476,54.75283098885008,34.2586382977556,0.006628714569136505,0.39798367687862285,35.058131441946195,78.38307466010394,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.80927096565216,55.51314735449375,33.46407098402951,0.006297783940518487,0.39087668547552334,34.64224270616768,81.26735361266736,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.341814311752348,57.742077454337895,35.780988581526344,0.006256739048061116,0.4037081748232945,34.93823128484122,79.18788185516271,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.531984751137944,56.83553427393718,35.69560161877265,0.0068189102987277605,0.39792396194184565,34.54730530139257,79.01947075882062,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.981651858102023,56.196341460128295,33.08477345821139,0.006455863747247461,0.38630668577931715,34.835663928473124,79.86953232988657,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.820914630015466,56.721315617190854,33.74682005205315,0.006495590932907641,0.39968619914023107,35.08487668883223,79.08869316005527,CO+BENZENE,FR4 PCB board burning — complex organic combustion
26.204912682059888,59.60159379562416,31.79952063242463,0.006484185392642471,0.40070295184162275,34.97533734123817,78.46146549710232,CO+BENZENE,FR4 PCB board burning — complex organic combustion
27.53708889914585,57.617918041763225,34.84340544677427,0.006398908724266607,0.4210332144021989,34.48780519912167,79.1020782118732,CO+BENZENE,FR4 PCB board burning — complex organic combustion
28.59030688132287,55.551882303189615,32.939671452048835,0.006707550267591039,0.406127737319308,34.73499571934698,81.18512480607556,CO+BENZENE,FR4 PCB board burning — complex organic combustion
29.419094697936508,55.108732160828524,34.081515746930215,0.006716332658773081,0.3945232762988855,34.882094783315694,78.56052054419712,CO+BENZENE,FR4 PCB board burning — complex organic combustion
21.95278648246033,54.81585794853708,10.194327766291192,0.022279461341935897,0.2805878125888818,28.40594067473063,64.52568036243997,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.017647224801006,54.566408694043524,9.615729889923223,0.023131326996103645,0.23240351124202177,28.390088179491528,65.34919230675196,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.46674808198634,53.712888915313364,9.431249175502874,0.02310684405782874,0.25077656813078464,28.373047625156943,64.29826813519759,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.213549515177913,52.21120873150082,9.405113425415982,0.0228660260201995,0.2616903426436745,28.412859205853884,64.79409401781095,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.41240412776105,56.50161643531945,10.007472537413783,0.022848477231282367,0.26726981575458497,28.432799003875168,64.98186546928994,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.67989782683827,56.94494648293485,9.398367855748493,0.02314179348218144,0.2669843077047527,28.612204264428634,65.82276919323108,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.01388936455937,54.83094255615638,9.050843747034493,0.023297584808626145,0.2664661326953177,28.67192492339131,64.8827389006673,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.168935096510737,52.55868411367591,9.577783542374991,0.023318055779685997,0.260186323974065,28.539983160372827,63.92118464169597,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.656353942557935,51.23961361091503,9.690109142090336,0.02160613248794292,0.2568804971891947,28.481965968930755,64.30165781577372,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.636050557884268,50.84809377117565,9.245206230082104,0.02269130567442134,0.24911143694975768,28.4099493276682,65.18024400267335,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.097818135217533,52.16742839906261,9.674878634164166,0.021295797321492407,0.2528544139001362,28.288962906673035,64.79331064687676,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.9786996284357,51.1391861029081,9.115778930744195,0.02376124367712399,0.2642272321353647,28.414431717889713,64.77826086903855,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.747580371189844,51.79079136523339,9.751816183666364,0.023323164624787594,0.23837946630672535,28.48759794662036,65.83423810591657,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.792104811137538,53.769243160950964,8.833311385794644,0.02279451735990474,0.2619795790754762,28.528755859508166,65.61861156575854,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.001392241938078,55.216199955229015,9.333908491211119,0.022590049130231455,0.2748010064959303,28.630867860691716,64.17867166203501,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.28177050975037,52.351795511171666,9.477761249948816,0.022611705704036863,0.2670126278017274,28.753956080659687,64.48769275486201,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.05485114268499,55.29687055523788,9.043072393427444,0.02294250543825853,0.26693900820381,28.470120914492238,65.91686659124643,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.000922207921143,54.98979693118985,9.244152174174097,0.02308454682282824,0.2704921188835985,28.41581293131394,64.60362521791103,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.652191414349208,56.4311658861903,9.145719180434872,0.022624156595756797,0.2507126276080477,28.387186381022435,65.3456396198824,CO+MERCURY,CRT monitor heating while PCB burns nearby
24.49143910496282,56.00396962754783,9.043096049890597,0.0224918852511586,0.25247771166899624,28.569352249026693,65.20284233816247,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.250669050412284,59.34193510817029,9.439712720918646,0.022997357308173975,0.262735768258589,28.62864326780708,65.11708495596606,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.518882409928317,53.23906062135083,9.73022485693955,0.024735327732515966,0.2443260361295876,28.405810863397477,64.53455662181373,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.95776190307147,57.25734702510882,8.930137375094109,0.022558120902537945,0.2809649384922221,28.48104625236399,64.56069551228879,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.215418758776515,54.25027319887205,8.992451403207976,0.022391760170271693,0.2450915769502651,28.828898523934622,65.33307145766462,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.417524173639528,55.68538142773024,9.468053615494792,0.022074283358936714,0.2596410256141224,28.499437213333675,65.00013142373393,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.10065148434971,53.0936282313839,9.377617354440783,0.02129518876804747,0.2683483244117333,28.168226496577883,64.48107845203832,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.358662201685245,53.438512412446435,9.248876730365057,0.0226950176208335,0.2690903456248483,28.62118067873976,65.42932462720283,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.308067984865325,56.53810817883423,9.754633507713525,0.022534453061238184,0.25529155948341153,28.72787518833044,65.35956250582704,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.24355257304158,54.53139902973758,9.976409791411431,0.022287289332855953,0.25575971673966935,28.546804306792986,64.31029928270712,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.841221462034,51.20670530170002,9.547642358368181,0.02206671369467046,0.24997846931638004,28.731373554247327,65.43353766734154,CO+MERCURY,CRT monitor heating while PCB burns nearby
20.88049553037601,52.24398689065106,9.71156066523723,0.021977578951075792,0.26391550712102063,28.360791615053344,65.43021078525099,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.1367493852647,50.24336974674125,9.642771616111796,0.022629747526035443,0.2587268685567266,28.523431509649612,65.15437028841467,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.8446095364793,54.99597975213602,8.9681913278288,0.02312436991916627,0.2614422245292187,28.53321466540574,65.42899243207228,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.923277166561366,55.53768712886176,9.699823664911705,0.023302405184347893,0.2521457644685076,28.552317835386383,64.46346082749362,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.739734096022648,55.57415176870251,9.254060643000525,0.023496483849017896,0.2836227057294005,28.38713751898559,64.34903481581561,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.111281890293746,56.96368099670001,9.725968994474536,0.0228339793278084,0.280337385409802,28.45164441276481,64.95056745415545,CO+MERCURY,CRT monitor heating while PCB burns nearby
20.081267783920218,53.21091300842661,9.50848229917615,0.02240679987016028,0.2587651088391836,28.507499315493533,65.90971886401854,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.172072719470503,54.90029236228636,9.702927852347997,0.022144412811970972,0.26547641068501715,28.41694647066539,65.05254186399523,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.93709244748316,51.107343937762344,9.213776345774441,0.021733246879473585,0.24917884945544916,28.44378821320469,64.94334914742348,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.261471513699718,51.466607907028674,9.202919690179336,0.023176613732755914,0.255535631052889,28.41339687679566,64.85983290840815,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.080145936536915,58.702321088323075,9.499135759917422,0.022405214173625544,0.2526526001019243,28.434733505533437,64.93809009830386,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.68250748474228,55.24132914441315,9.446305952344874,0.02274211759890522,0.26780944302700654,28.37244726708122,64.87127459535043,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.795533619825076,53.328083675392584,9.073650410750531,0.024190990553535976,0.27304188489752235,28.507068662794854,64.63011261660596,CO+MERCURY,CRT monitor heating while PCB burns nearby
23.21063724183099,51.643446422599936,9.610836314821128,0.021637202482353575,0.2507343595765887,28.51283447234395,64.60199979999975,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.504123500111962,53.41855874592812,9.796767422173467,0.02210996636540689,0.24677167961512925,28.627013547943506,64.63235757511228,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.405724314844317,54.63952427830153,8.745431133914343,0.020886341372139294,0.24719389122117597,28.345907681666226,64.58854488490013,CO+MERCURY,CRT monitor heating while PCB burns nearby
19.439477225245785,52.97355166427046,9.29934758070063,0.02338082034918191,0.26840145917008307,28.387844970723656,65.432737343426,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.87692698565277,54.26098846330967,9.305183161403898,0.02227450040524661,0.255254752965711,28.514458169275986,64.23858216388382,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.568980114811175,55.072218314896396,9.753722127253688,0.022944967839894234,0.2541386030885949,28.613000712424164,65.14336471133174,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.047090099284155,54.26313281669891,10.126274705440775,0.0224537743858987,0.26504804981864916,28.316327672960366,64.46276633447984,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.501355158654246,52.93539492047484,9.47268195823369,0.023577912373769282,0.2631830733314614,28.407339488154616,65.36406688007482,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.149357506404538,56.86231569513317,9.632122890114276,0.023581189677380283,0.2678841136428851,28.402914423982814,64.46781481234117,CO+MERCURY,CRT monitor heating while PCB burns nearby
20.49997270661929,54.401803596008314,8.728508362478365,0.023101667853807316,0.24199596140946644,28.800650436173633,65.79190953180816,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.94511267385216,54.46103893291797,8.97481416086958,0.022557461213043504,0.25411000470775014,28.447574925511056,64.40941443260114,CO+MERCURY,CRT monitor heating while PCB burns nearby
22.478689158776508,51.62398894298993,9.405915339287752,0.023039974449613497,0.22874471836118443,28.498134297195854,64.72067905545823,CO+MERCURY,CRT monitor heating while PCB burns nearby
21.598479677292815,56.115841149859946,9.08903029664491,0.02332029770615844,0.24795072478096666,28.618036146209548,64.38031872626965,CO+MERCURY,CRT monitor heating while PCB burns nearby
